22/06/2026|169306|202410423|1
22/06/2026|169306|202482391|1
22/06/2026|169306|202455102|1
22/06/2026|169306|202434195|3
22/06/2026|169306|202467182|1
22/06/2026|169306|202492104|1
22/06/2026|169306|202441923|2
22/06/2026|169306|202473812|1
22/06/2026|169306|202412948|1
22/06/2026|169306|202484732|1
22/06/2026|169306|202429481|1
22/06/2026|169306|202475819|3
22/06/2026|169306|202418492|1
22/06/2026|169306|202464739|1
22/06/2026|169306|202495810|1
22/06/2026|169306|202423849|1
22/06/2026|169306|202474829|1
22/06/2026|169306|202419482|1
22/06/2026|169306|202485739|1
22/06/2026|169306|202439482|1
22/06/2026|169306|202461948|1
22/06/2026|169306|202482941|2
22/06/2026|169306|202451948|1
22/06/2026|169306|202438492|1
22/06/2026|169306|202471948|1
22/06/2026|169306|202414920|1
22/06/2026|169306|202481948|1
22/06/2026|169306|202449281|3
22/06/2026|169306|202491823|1
22/06/2026|169306|202431948|1
22/06/2026|169306|202472948|1
22/06/2026|169306|202412849|1
22/06/2026|169306|202481958|1
22/06/2026|169306|202441958|1
22/06/2026|169306|202491283|1
22/06/2026|169306|202421948|1
22/06/2026|169306|202461823|1
22/06/2026|169306|202413948|1
22/06/2026|169306|202485918|2
22/06/2026|169306|202424918|1
22/06/2026|169306|202461293|1
22/06/2026|169306|202495182|1
22/06/2026|169306|202415948|1
22/06/2026|169306|202471283|1
22/06/2026|169306|202434918|1
22/06/2026|169306|202481293|1
22/06/2026|169306|202451293|3
22/06/2026|169306|202425918|1
22/06/2026|169306|202494918|1
22/06/2026|169306|202431293|1
22/06/2026|169314|202475918|1
22/06/2026|169314|202411293|1
22/06/2026|169314|202484918|3
22/06/2026|169314|202441293|1
22/06/2026|169314|202495918|1
22/06/2026|169314|202435918|1
22/06/2026|169314|202471294|1
22/06/2026|169314|202414919|1
22/06/2026|169314|202481294|1
22/06/2026|169314|202454918|1
22/06/2026|169314|202421294|1
22/06/2026|169314|202465918|2
22/06/2026|169314|202411294|1
22/06/2026|169314|202484919|1
22/06/2026|169314|202445918|1
22/06/2026|169314|202491294|1
22/06/2026|169314|202431294|1
22/06/2026|169314|202475919|1
22/06/2026|169314|202415918|1
22/06/2026|169314|202481295|3
22/06/2026|169314|202451294|1
22/06/2026|169314|202425919|1
22/06/2026|169314|202461295|1
22/06/2026|169314|202414921|1
22/06/2026|169314|202485919|1
22/06/2026|169314|202441295|1
22/06/2026|169314|202491295|1
22/06/2026|169314|202435919|1
22/06/2026|169314|202471295|1
22/06/2026|169314|202411295|2
22/06/2026|169314|202484920|1
22/06/2026|169314|202445919|1
22/06/2026|169314|202495919|1
22/06/2026|169314|202431295|1
22/06/2026|169314|202475920|1
22/06/2026|169314|202415919|1
22/06/2026|169314|202481296|1
22/06/2026|169314|202454919|1
22/06/2026|169314|202421295|1
22/06/2026|169314|202465919|3
22/06/2026|169314|202411296|1
22/06/2026|169314|202484921|1
22/06/2026|169314|202445920|1
22/06/2026|169314|202491296|1
22/06/2026|169314|202431296|1
22/06/2026|169314|202475921|1
22/06/2026|169314|202415920|2
22/06/2026|169314|202481297|1
22/06/2026|169314|202451296|1
22/06/2026|169314|202425920|1
22/06/2026|169299|202461297|1
22/06/2026|169299|202414922|1
22/06/2026|169299|202485920|1
22/06/2026|169299|202441297|1
22/06/2026|169299|202491297|1
22/06/2026|169299|202435920|3
22/06/2026|169299|202471297|1
22/06/2026|169299|202411297|1
22/06/2026|169299|202484922|1
22/06/2026|169299|202445921|1
22/06/2026|169299|202495920|1
22/06/2026|169299|202431297|1
22/06/2026|169299|202475922|1
22/06/2026|169299|202415921|2
22/06/2026|169299|202481298|1
22/06/2026|169299|202454920|1
22/06/2026|169299|202421296|1
22/06/2026|169299|202465920|1
22/06/2026|169299|202411298|1
22/06/2026|169299|202484923|1
22/06/2026|169299|202445922|3
22/06/2026|169299|202491298|1
22/06/2026|169299|202431298|1
22/06/2026|169299|202475923|1
22/06/2026|169299|202415922|1
22/06/2026|169299|202481299|1
22/06/2026|169299|202451298|1
22/06/2026|169299|202425921|1
22/06/2026|169299|202461299|1
22/06/2026|169299|202414923|1
22/06/2026|169299|202485921|2
22/06/2026|169299|202441299|1
22/06/2026|169299|202491299|1
22/06/2026|169299|202435921|1
22/06/2026|169299|202471299|1
22/06/2026|169299|202411299|1
22/06/2026|169299|202484924|1
22/06/2026|169299|202445923|1
22/06/2026|169299|202495921|3
22/06/2026|169299|202431299|1
22/06/2026|169299|202475924|1
22/06/2026|169299|202415922|1
22/06/2026|169299|202481300|1
22/06/2026|169299|202454921|1
22/06/2026|169299|202421297|1
22/06/2026|169299|202465921|1
22/06/2026|169299|202411300|1
22/06/2026|169299|202484925|2
22/06/2026|169299|202445924|1
22/06/2026|169299|202491299|1
